k,il,il_hat,vc,vc_hat,vR2,vR2_hat,iR2,iR2_hat
2918,-8.759560,-8.748047,17.497015,17.500000,-19.693188,-19.694011,-0.019647,-0.019687
2919,-9.044123,-9.033203,18.065331,18.069336,-20.334970,-20.334864,-0.019302,-0.020328
2920,-9.293912,-9.282227,18.564191,18.568359,-20.897748,-20.896343,-0.021452,-0.020889
2921,-9.507999,-9.494141,18.991738,18.990234,-21.375694,-21.371365,-0.021415,-0.021364
2922,-9.681887,-9.666992,19.338983,19.336914,-21.767012,-21.761397,-0.023508,-0.021754
2923,-9.818391,-9.801758,19.611562,19.605469,-22.075398,-22.063750,-0.022036,-0.022056
2924,-9.916564,-9.897461,19.807577,19.794922,-22.294985,-22.277205,-0.021315,-0.022269
2925,-9.975692,-9.953125,19.925603,19.907227,-22.427491,-22.403471,-0.021621,-0.022396
2926,-9.996706,-9.971680,19.967499,19.940430,-22.475346,-22.441326,-0.022313,-0.022433
2927,-9.976942,-9.947266,19.927942,19.894531,-22.428840,-22.389305,-0.022670,-0.022381
2928,-9.918553,-9.886719,19.811238,19.771484,-22.300154,-22.251073,-0.022066,-0.022243
2929,-9.820127,-9.787109,19.614562,19.573242,-22.078403,-22.027849,-0.020713,-0.022020
2930,-9.683070,-9.651367,19.340726,19.303711,-21.769079,-21.724274,-0.021010,-0.021717
2931,-9.507303,-9.479492,18.989572,18.959961,-21.373303,-21.337418,-0.022238,-0.021330
2932,-9.294046,-9.270508,18.563537,18.542969,-20.894129,-20.868013,-0.020710,-0.020861
2933,-9.044721,-9.025391,18.065461,18.053711,-20.335090,-20.317280,-0.021730,-0.020310
2934,-8.760461,-8.743164,17.497610,17.491211,-19.695052,-19.683998,-0.020635,-0.019677
2935,-8.440824,-8.426758,16.859095,16.858398,-18.978310,-18.971831,-0.017732,-0.018965
2936,-8.088114,-8.076172,16.154525,16.155273,-18.184311,-18.180778,-0.017383,-0.018174
2937,-7.703613,-7.692383,15.386458,15.387695,-17.317350,-17.316946,-0.015807,-0.017311
2938,-7.288582,-7.278320,14.557413,14.560547,-16.384515,-16.385951,-0.015376,-0.016380
2939,-6.843415,-6.833984,13.668173,13.670898,-15.383991,-15.384863,-0.015396,-0.015379
2940,-6.373085,-6.364258,12.728684,12.731445,-14.326325,-14.327602,-0.015207,-0.014323
2941,-5.876369,-5.869141,11.736491,11.741211,-13.210999,-13.213192,-0.013060,-0.013208
2942,-5.357073,-5.351562,10.699201,10.705078,-12.043985,-12.047251,-0.013369,-0.012043
2943,-4.816980,-4.810547,9.620376,9.623047,-10.827519,-10.829533,-0.011397,-0.010826
2944,-4.257957,-4.252930,8.503744,8.508789,-9.574163,-9.575425,-0.008416,-0.009572
2945,-3.680402,-3.675781,7.350097,7.353516,-8.274104,-8.275402,-0.007839,-0.008272
2946,-3.089538,-3.085938,6.169877,6.172852,-6.945357,-6.946805,-0.007947,-0.006944
2947,-2.487534,-2.484375,4.967408,4.968750,-5.591188,-5.591831,-0.003987,-0.005590
2948,-1.874002,-1.872070,3.741915,3.744141,-4.213026,-4.213656,-0.003385,-0.004212
2949,-1.253817,-1.252930,2.503141,2.504883,-2.819064,-2.819117,-0.001411,-0.002818
2950,-0.629557,-0.628906,1.256234,1.255859,-1.414512,-1.413588,-0.000367,-0.001413
2951,-0.001505,-0.000977,0.001754,0.000977,-0.002235,-0.001221,0.001412,-0.000001
2952,0.626025,0.625000,-1.251677,-1.251953,1.408709,1.408704,0.002593,0.001408
2953,1.251350,1.250000,-2.500698,-2.502930,2.815224,2.816431,0.001894,0.002815
2954,1.872522,1.870117,-3.741421,-3.743164,4.210615,4.212190,0.002977,0.004211
2955,2.485028,2.482422,-4.964827,-4.967773,5.587455,5.590366,0.006537,0.005588
2956,3.088055,3.083984,-6.169296,-6.172852,6.943596,6.946316,0.007220,0.006944
2957,3.678219,3.673828,-7.348065,-7.351562,8.270101,8.272960,0.006737,0.008270
2958,4.254786,4.250000,-8.499674,-8.504883,9.566983,9.570784,0.009744,0.009567
2959,4.815986,4.810547,-9.620587,-9.625977,10.829995,10.832463,0.011977,0.010829
2960,5.356495,5.349609,-10.700160,-10.705078,12.043867,12.046762,0.011056,0.012042
2961,5.875790,5.868164,-11.737360,-11.744141,13.211078,13.215879,0.013710,0.013211
2962,6.371762,6.363281,-12.727971,-12.734375,14.326563,14.330288,0.015591,0.014325
2963,6.841606,6.833008,-13.666386,-13.671875,15.381726,15.385595,0.016401,0.015380
2964,7.285182,7.276367,-14.552335,-14.559570,16.379939,16.384485,0.017835,0.016379
2965,7.701243,7.691406,-15.383322,-15.390625,17.315074,17.319632,0.017563,0.017313
2966,8.086596,8.076172,-16.152965,-16.158203,18.180644,18.183709,0.017246,0.018177
2967,8.439061,8.427734,-16.856914,-16.863281,18.973444,18.976959,0.018596,0.018970
2968,8.759076,8.747070,-17.496050,-17.501953,19.693147,19.695721,0.020275,0.019689
2969,9.044471,9.032227,-18.066029,-18.070312,20.334565,20.335597,0.021993,0.020328
2970,9.294307,9.281250,-18.564982,-18.569336,20.898263,20.897075,0.019436,0.020890
2971,9.506851,9.492188,-18.989443,-18.989258,21.373016,21.369900,0.021250,0.021362
2972,9.681552,9.665039,-19.338316,-19.335938,21.765324,21.759931,0.022147,0.021752
2973,9.819015,9.800781,-19.612811,-19.606445,22.076204,22.064483,0.021838,0.022057
2974,9.917504,9.896484,-19.809455,-19.796875,22.295415,22.278914,0.022977,0.022271
2975,9.976689,9.953125,-19.927593,-19.909180,22.428953,22.405424,0.022272,0.022397
2976,9.997027,9.969727,-19.968138,-19.942383,22.476525,22.442791,0.021371,0.022435
2977,9.976445,9.944336,-19.926946,-19.892578,22.428100,22.386619,0.022994,0.022379
2978,9.917152,9.882812,-19.808437,-19.766602,22.294404,22.245211,0.023825,0.022237
2979,9.818615,9.783203,-19.611541,-19.570312,22.073883,22.023941,0.024570,0.022016
2980,9.682527,9.647461,-19.339643,-19.300781,21.768033,21.720366,0.021856,0.021713
2981,9.507205,9.475586,-18.989376,-18.957031,21.372798,21.333510,0.022428,0.021326
2982,9.295389,9.267578,-18.566222,-18.542969,20.897011,20.867280,0.020955,0.020860
2983,9.045097,9.022461,-18.066211,-18.051758,20.333873,20.314593,0.020132,0.020307
2984,8.760566,8.741211,-17.497820,-17.491211,19.695627,19.683509,0.020654,0.019677
2985,8.440693,8.423828,-16.858833,-16.855469,18.975449,18.968167,0.019193,0.018961
2986,8.087812,8.074219,-16.153922,-16.157227,18.184315,18.182243,0.017476,0.018176
2987,7.702984,7.690430,-15.385200,-15.389648,17.318279,17.318411,0.017152,0.017312
2988,7.288204,7.276367,-14.556659,-14.561523,16.385505,16.386439,0.015910,0.016381
2989,6.844017,6.833984,-13.669379,-13.674805,15.386907,15.388770,0.015491,0.015383
2990,6.372306,6.362305,-12.727126,-12.732422,14.324432,14.328090,0.012523,0.014323
2991,5.877633,5.869141,-11.739019,-11.744141,13.212974,13.216123,0.011733,0.013211
2992,5.358460,5.349609,-10.701971,-10.706055,12.044829,12.047739,0.012864,0.012043
2993,4.817254,4.809570,-9.620920,-9.626953,10.830155,10.833196,0.009486,0.010829
2994,4.257986,4.250977,-8.503801,-8.507812,9.570634,9.573959,0.010363,0.009571
2995,3.681495,3.674805,-7.352282,-7.356445,8.275811,8.278088,0.006198,0.008275
2996,3.091486,3.085938,-6.173768,-6.177734,6.948719,6.951689,0.007686,0.006949
2997,2.487675,2.483398,-4.967688,-4.970703,5.591378,5.593541,0.005453,0.005592
2998,1.874766,1.871094,-3.743442,-3.745117,4.213121,4.214388,0.006322,0.004213
2999,1.253522,1.250000,-2.502551,-2.504883,2.817231,2.818384,0.003834,0.002817
3000,0.628236,0.625977,-1.253594,-1.253906,1.411131,1.410902,0.003752,0.001410
3001,0.000923,0.000000,-0.000593,-0.002930,0.002036,0.002931,-0.000171,0.000003
3002,-0.626506,-0.626953,1.252637,1.250977,-1.409078,-1.408216,-0.001357,-0.001408
3003,-1.251695,-1.250977,2.501387,2.500977,-2.815246,-2.814721,-0.004042,-0.002814
3004,-1.872098,-1.871094,3.740572,3.740234,-4.209043,-4.209504,-0.004536,-0.004208
3005,-2.484034,-2.481445,4.962840,4.960938,-5.582530,-5.583283,-0.005170,-0.005581
3006,-3.087337,-3.084961,6.167862,6.169922,-6.941592,-6.943630,-0.008213,-0.006941
3007,-3.678591,-3.674805,7.348810,7.350586,-8.270892,-8.272227,-0.010019,-0.008269
3008,-4.254800,-4.250977,8.499702,8.501953,-9.566012,-9.568098,-0.009909,-0.009565
3009,-4.815183,-4.810547,9.618982,9.624023,-10.827539,-10.830509,-0.011105,-0.010827
3010,-5.356624,-5.351562,10.700420,10.704102,-12.044710,-12.046274,-0.012974,-0.012042
3011,-5.874904,-5.868164,11.735590,11.738281,-13.207411,-13.210017,-0.012836,-0.013205
3012,-6.371743,-6.365234,12.727935,12.733398,-14.326762,-14.329800,-0.013950,-0.014325
3013,-6.842440,-6.834961,13.668054,13.672852,-15.384553,-15.387061,-0.014661,-0.015382
3014,-7.286587,-7.278320,14.555142,14.559570,-16.382205,-16.384974,-0.017275,-0.016379
3015,-7.701511,-7.692383,15.383854,15.388672,-17.314975,-17.317923,-0.017096,-0.017312
3016,-8.085949,-8.076172,16.151671,16.155273,-18.179331,-18.180778,-0.018420,-0.018174
3017,-8.439417,-8.429688,16.857628,16.862305,-18.974499,-18.976471,-0.020581,-0.018970
3018,-8.759389,-8.748047,17.496673,17.499023,-19.692136,-19.693034,-0.020847,-0.019686
3019,-9.043873,-9.033203,18.064833,18.069336,-20.335103,-20.334864,-0.022603,-0.020328
3020,-9.294728,-9.282227,18.565824,18.567383,-20.896831,-20.895366,-0.022078,-0.020888
3021,-9.507300,-9.494141,18.990339,18.991211,-21.375205,-21.372342,-0.022611,-0.021365
3022,-9.682247,-9.667969,19.339705,19.337891,-21.768980,-21.762618,-0.021517,-0.021755
3023,-9.818489,-9.801758,19.611757,19.603516,-22.073091,-22.061796,-0.020134,-0.022054
3024,-9.916630,-9.897461,19.807709,19.795898,-22.294204,-22.278182,-0.022727,-0.022270
3025,-9.976708,-9.954102,19.927633,19.909180,-22.429686,-22.405669,-0.022649,-0.022398
3026,-9.996531,-9.970703,19.967148,19.940430,-22.475926,-22.441082,-0.022154,-0.022433
3027,-9.976385,-9.946289,19.926828,19.892578,-22.428886,-22.387107,-0.023588,-0.022379
3028,-9.916871,-9.884766,19.807875,19.767578,-22.294252,-22.246677,-0.021271,-0.022239
3029,-9.818846,-9.786133,19.612004,19.571289,-22.076233,-22.025651,-0.022531,-0.022018
3030,-9.681850,-9.650391,19.338290,19.301758,-21.765124,-21.722076,-0.020666,-0.021714
3031,-9.506315,-9.478516,18.987598,18.958984,-21.373203,-21.336197,-0.020943,-0.021329
3032,-9.293744,-9.269531,18.562934,18.541992,-20.895162,-20.866792,-0.018739,-0.020859
3033,-9.045241,-9.024414,18.066501,18.052734,-20.335809,-20.316059,-0.021365,-0.020309
3034,-8.761235,-8.744141,17.499156,17.493164,-19.697413,-19.686196,-0.020104,-0.019679
3035,-8.440926,-8.425781,16.859297,16.856445,-18.975428,-18.969633,-0.020296,-0.018963
3036,-8.087475,-8.075195,16.153248,16.154297,-18.181398,-18.179557,-0.020204,-0.018173
3037,-7.703045,-7.692383,15.385324,15.388672,-17.317419,-17.317923,-0.017235,-0.017312
3038,-7.287890,-7.277344,14.556030,14.557617,-16.381374,-16.382776,-0.015638,-0.016377
3039,-6.843882,-6.834961,13.669109,13.672852,-15.385795,-15.387061,-0.015739,-0.015382
3040,-6.373204,-6.363281,12.728921,12.730469,-14.324912,-14.326381,-0.013857,-0.014321
3041,-5.876795,-5.868164,11.737342,11.741211,-13.211112,-13.212948,-0.012318,-0.013208
3042,-5.357990,-5.351562,10.701034,10.706055,-12.046274,-12.048227,-0.010453,-0.012044
3043,-4.817350,-4.810547,9.621113,9.623047,-10.827907,-10.829533,-0.010559,-0.010826
3044,-4.257129,-4.251953,8.502087,8.505859,-9.570416,-9.572250,-0.007943,-0.009569
3045,-3.679948,-3.673828,7.349190,7.349609,-8.270033,-8.271006,-0.007911,-0.008268
3046,-3.089111,-3.084961,6.169023,6.170898,-6.943462,-6.944607,-0.005812,-0.006942
3047,-2.486817,-2.483398,4.965976,4.967773,-5.589959,-5.590610,-0.004955,-0.005589
3048,-1.874218,-1.872070,3.742347,3.745117,-4.214439,-4.214633,-0.003685,-0.004213
3049,-1.253487,-1.251953,2.502481,2.502930,-2.817130,-2.816919,-0.004280,-0.002816
3050,-0.628757,-0.627930,1.254635,1.253906,-1.412554,-1.411390,-0.001085,-0.001411
3051,-0.000707,0.000000,0.000159,0.000000,-0.000636,0.000000,-0.000387,0.000000
3052,0.627250,0.626953,-1.254123,-1.253906,1.410683,1.411146,0.001482,0.001411
3053,1.252318,1.250977,-2.502632,-2.503906,2.816803,2.817652,0.003198,0.002817
3054,1.872536,1.870117,-3.741447,-3.744141,4.210988,4.213167,0.002459,0.004212
3055,2.484848,2.482422,-4.964465,-4.968750,5.588075,5.591343,0.004939,0.005589
3056,3.087700,3.083984,-6.168586,-6.171875,6.942227,6.945339,0.005277,0.006943
3057,3.679289,3.674805,-7.350205,-7.354492,8.273112,8.276135,0.010221,0.008273
3058,4.255259,4.250000,-8.500619,-8.506836,9.568599,9.572738,0.010416,0.009569
3059,4.814940,4.808594,-9.618495,-9.624023,10.825872,10.830021,0.011547,0.010826
3060,5.355096,5.348633,-10.697365,-10.702148,12.039340,12.043587,0.011308,0.012039
3061,5.873745,5.867188,-11.733275,-11.741211,13.208259,13.212704,0.013386,0.013208
3062,6.371081,6.363281,-12.726612,-12.732422,14.324734,14.328335,0.013448,0.014323
3063,6.842394,6.833984,-13.667962,-13.675781,15.384886,15.389747,0.015201,0.015384
3064,7.286621,7.277344,-14.555210,-14.560547,16.380981,16.385706,0.017273,0.016380
3065,7.702546,7.692383,-15.385923,-15.391602,17.316985,17.320853,0.018412,0.017315
3066,8.087489,8.076172,-16.154748,-16.160156,18.182542,18.185662,0.018266,0.018179
3067,8.439530,8.428711,-16.857850,-16.863281,18.974053,18.977204,0.019554,0.018970
3068,8.758754,8.747070,-17.495403,-17.501953,19.692409,19.695721,0.019897,0.019689
3069,9.044293,9.031250,-18.065673,-18.069336,20.333342,20.334375,0.020047,0.020327
3070,9.292861,9.279297,-18.562090,-18.564453,20.893097,20.891703,0.021667,0.020884
3071,9.506072,9.490234,-18.987889,-18.987305,21.372053,21.367458,0.021398,0.021360
3072,9.682019,9.665039,-19.339251,-19.336914,21.769549,21.760908,0.022991,0.021753
3073,9.818149,9.798828,-19.611078,-19.602539,22.071605,22.060087,0.020104,0.022052
3074,9.916135,9.895508,-19.806719,-19.794922,22.295617,22.276716,0.022399,0.022269
3075,9.976351,9.951172,-19.926921,-19.907227,22.429147,22.402982,0.021620,0.022395
3076,9.996116,9.966797,-19.966318,-19.937500,22.472833,22.437174,0.021385,0.022429
3077,9.976285,9.944336,-19.926629,-19.889648,22.430282,22.383688,0.021420,0.022376
3078,9.917520,9.882812,-19.809173,-19.767578,22.297691,22.246188,0.022417,0.022238
3079,9.819062,9.783203,-19.612433,-19.570312,22.076044,22.023941,0.022075,0.022016
3080,9.682422,9.647461,-19.339432,-19.299805,21.767386,21.719389,0.021034,0.021712
3081,9.507862,9.476562,-18.990689,-18.958984,21.376028,21.335708,0.022049,0.021328
3082,9.294581,9.267578,-18.564605,-18.541992,20.895847,20.866303,0.020742,0.020859
3083,9.045359,9.022461,-18.066736,-18.053711,20.335784,20.316547,0.019864,0.020309
3084,8.760266,8.741211,-17.497218,-17.489258,19.693702,19.681556,0.020055,0.019675
3085,8.441178,8.424805,-16.859804,-16.858398,18.978476,18.971342,0.018014,0.018965
3086,8.087335,8.073242,-16.152967,-16.155273,18.182069,18.180045,0.016441,0.018174
3087,7.702299,7.688477,-15.383832,-15.384766,17.313236,17.313038,0.015065,0.017307
3088,7.287344,7.275391,-14.554940,-14.559570,16.382491,16.384241,0.015493,0.016378
3089,6.843115,6.832031,-13.667577,-13.671875,15.383998,15.385351,0.015488,0.015380
3090,6.373031,6.363281,-12.728577,-12.733398,14.327069,14.329311,0.012678,0.014324
3091,5.875956,5.867188,-11.735665,-11.742188,13.210928,13.213680,0.013851,0.013209
3092,5.357503,5.348633,-10.700063,-10.704102,12.041798,12.045541,0.012583,0.012041
3093,4.816693,4.809570,-9.619801,-9.625000,10.827203,10.831242,0.011665,0.010827
3094,4.257312,4.250977,-8.502454,-8.508789,9.571331,9.574936,0.009725,0.009572
3095,3.680544,3.674805,-7.350382,-7.353516,8.271558,8.275158,0.007472,0.008272
3096,3.091308,3.086914,-6.173415,-6.177734,6.949642,6.951934,0.007631,0.006949
3097,2.487413,2.482422,-4.967164,-4.970703,5.591270,5.593296,0.006854,0.005591
3098,1.874133,1.870117,-3.742177,-3.744141,4.212091,4.213167,0.002857,0.004212
3099,1.253493,1.250000,-2.502493,-2.503906,2.816235,2.817407,0.002314,0.002816
3100,0.628415,0.625977,-1.253952,-1.252930,1.410029,1.409925,0.000895,0.001409
3101,0.000239,-0.000977,0.000776,-0.000977,0.000140,0.000733,0.001361,0.000001
3102,-0.625956,-0.625977,1.251537,1.250977,-1.408266,-1.407971,-0.002623,-0.001407
3103,-1.251735,-1.250977,2.501468,2.500977,-2.815088,-2.814721,-0.004370,-0.002814
3104,-1.872517,-1.871094,3.741411,3.741211,-4.210315,-4.210481,-0.004198,-0.004209
3105,-2.484598,-2.482422,4.963965,4.962891,-5.584929,-5.585481,-0.005407,-0.005583
3106,-3.087311,-3.084961,6.167808,6.170898,-6.943742,-6.944607,-0.008314,-0.006942
3107,-3.678984,-3.675781,7.349596,7.351562,-8.271365,-8.273448,-0.008180,-0.008271
3108,-4.255977,-4.251953,8.502055,8.503906,-9.568817,-9.570296,-0.009372,-0.009567
3109,-4.815222,-4.810547,9.619057,9.623047,-10.826574,-10.829533,-0.010181,-0.010826
3110,-5.355933,-5.350586,10.699038,10.702148,-12.041194,-12.044076,-0.013879,-0.012040
3111,-5.875049,-5.869141,11.735879,11.741211,-13.210085,-13.213192,-0.012794,-0.013208
3112,-6.371414,-6.364258,12.727276,12.730469,-14.323964,-14.326625,-0.014255,-0.014322
3113,-6.841828,-6.833984,13.666830,13.670898,-15.381949,-15.384863,-0.015546,-0.015379
3114,-7.286677,-7.279297,14.555322,14.561523,-16.384256,-16.387172,-0.015984,-0.016381
3115,-7.702652,-7.693359,15.386135,15.388672,-17.315677,-17.318167,-0.018889,-0.017312
3116,-8.087202,-8.078125,16.154175,16.160156,-18.183887,-18.186151,-0.019539,-0.018180
3117,-8.440693,-8.429688,16.860175,16.863281,-18.975957,-18.977448,-0.019282,-0.018971
3118,-8.760012,-8.750000,17.497918,17.502930,-19.697195,-19.697431,-0.019382,-0.019690
3119,-9.045372,-9.034180,18.067829,18.069336,-20.335444,-20.335108,-0.019211,-0.020328
3120,-9.293749,-9.281250,18.563863,18.565430,-20.895175,-20.893168,-0.021974,-0.020886
3121,-9.506535,-9.492188,18.988813,18.987305,-21.370869,-21.367946,-0.024124,-0.021360
3122,-9.681947,-9.666016,19.339107,19.334961,-21.765802,-21.759199,-0.020869,-0.021751
3123,-9.820125,-9.803711,19.615030,19.607422,-22.078602,-22.066193,-0.023571,-0.022058
3124,-9.918828,-9.899414,19.812100,19.799805,-22.299534,-22.282578,-0.023465,-0.022275
3125,-9.976629,-9.955078,19.927471,19.909180,-22.429710,-22.405913,-0.020945,-0.022398
3126,-9.996653,-9.971680,19.967392,19.941406,-22.472469,-22.442303,-0.023281,-0.022434
3127,-9.977329,-9.949219,19.928714,19.895508,-22.430618,-22.390771,-0.020819,-0.022383
3128,-9.917315,-9.886719,19.808762,19.770508,-22.295444,-22.250096,-0.021824,-0.022242
3129,-9.819988,-9.788086,19.614285,19.575195,-22.075825,-22.030047,-0.021666,-0.022022
3130,-9.682665,-9.652344,19.339917,19.303711,-21.768045,-21.724518,-0.021617,-0.021717
3131,-9.507693,-9.480469,18.990353,18.961914,-21.376725,-21.339616,-0.020005,-0.021332
3132,-9.294000,-9.270508,18.563443,18.542969,-20.893732,-20.868013,-0.020109,-0.020861
3133,-9.044881,-9.024414,18.065782,18.053711,-20.334842,-20.317035,-0.021319,-0.020310
3134,-8.760402,-8.743164,17.497492,17.491211,-19.694421,-19.683998,-0.017886,-0.019677
3135,-8.440576,-8.425781,16.858599,16.856445,-18.974907,-18.969633,-0.020126,-0.018963
3136,-8.087946,-8.074219,16.154189,16.154297,-18.182277,-18.179313,-0.017428,-0.018173
3137,-7.702887,-7.691406,15.385006,15.387695,-17.316687,-17.316701,-0.016004,-0.017311
3138,-7.288266,-7.278320,14.556783,14.560547,-16.385928,-16.385951,-0.017220,-0.016380
3139,-6.843729,-6.833984,13.668802,13.671875,-15.384484,-15.385839,-0.015411,-0.015380
3140,-6.373873,-6.365234,12.730260,12.733398,-14.328029,-14.329800,-0.013855,-0.014325
3141,-5.877333,-5.870117,11.738415,11.743164,-13.213781,-13.215390,-0.012905,-0.013211
3142,-5.357273,-5.350586,10.699599,10.703125,-12.042196,-12.045053,-0.012836,-0.012041
3143,-4.816240,-4.810547,9.618897,9.622070,-10.826289,-10.828556,-0.009996,-0.010825
3144,-4.256402,-4.250977,8.500636,8.504883,-9.569256,-9.571029,-0.008708,-0.009568
3145,-3.680365,-3.675781,7.350026,7.352539,-8.273233,-8.274425,-0.008292,-0.008271
3146,-3.088438,-3.084961,6.167676,6.169922,-6.943277,-6.943630,-0.007006,-0.006941
3147,-2.486821,-2.484375,4.965985,4.967773,-5.589657,-5.590854,-0.006283,-0.005589
3148,-1.873655,-1.870117,3.741222,3.740234,-4.209432,-4.209260,-0.004304,-0.004208
3149,-1.253103,-1.250977,2.501715,2.500977,-2.815336,-2.814721,-0.002484,-0.002814
3150,-0.628286,-0.626953,1.253694,1.251953,-1.410635,-1.409192,-0.001092,-0.001409
3151,-0.000903,0.000000,0.000553,-0.000977,0.001442,0.000977,-0.000482,0.000001
3152,0.626636,0.625000,-1.252898,-1.252930,1.408243,1.409681,0.002047,0.001409
3153,1.251531,1.250000,-2.501060,-2.502930,2.815138,2.816431,0.004185,0.002815
3154,1.872319,1.870117,-3.741016,-3.745117,4.212516,4.214144,0.002640,0.004213
3155,2.484705,2.481445,-4.964180,-4.966797,5.586424,5.589145,0.007016,0.005587
3156,3.088499,3.084961,-6.170184,-6.173828,6.945130,6.947538,0.006047,0.006945
3157,3.680120,3.675781,-7.351866,-7.354492,8.274256,8.276379,0.009387,0.008273
3158,4.255748,4.250977,-8.501594,-8.505859,9.568887,9.572005,0.008767,0.009569
3159,4.815057,4.809570,-9.618728,-9.624023,10.827004,10.830265,0.009838,0.010826
3160,5.355956,5.349609,-10.699086,-10.705078,12.043587,12.046762,0.011268,0.012042
3161,5.875009,5.867188,-11.735801,-11.741211,13.208579,13.212704,0.012745,0.013208
3162,6.371213,6.362305,-12.726875,-12.732422,14.324424,14.328090,0.013984,0.014323
3163,6.841742,6.833008,-13.666658,-13.673828,15.383503,15.387549,0.016633,0.015382
3164,7.286484,7.276367,-14.554936,-14.560547,16.381130,16.385462,0.017435,0.016380
3165,7.701724,7.692383,-15.384279,-15.392578,17.316789,17.321830,0.016972,0.017316
3166,8.086977,8.076172,-16.153726,-16.159180,18.180982,18.184686,0.017020,0.018178
3167,8.439466,8.427734,-16.857724,-16.862305,18.973190,18.975983,0.019203,0.018969
3168,8.759830,8.747070,-17.497556,-17.500977,19.692527,19.694744,0.019242,0.019688
3169,9.044973,9.032227,-18.067031,-18.071289,20.335740,20.336574,0.021785,0.020329
3170,9.295012,9.281250,-18.566390,-18.569336,20.897697,20.897075,0.019571,0.020890
3171,9.507743,9.492188,-18.991225,-18.992188,21.376242,21.372830,0.022229,0.021365
3172,9.682364,9.666016,-19.339937,-19.336914,21.769208,21.761152,0.021483,0.021753
3173,9.819365,9.800781,-19.613509,-19.606445,22.076379,22.064483,0.020026,0.022057
3174,9.918459,9.896484,-19.811364,-19.798828,22.298810,22.280868,0.022531,0.022273
3175,9.977512,9.953125,-19.929238,-19.909180,22.431386,22.405424,0.021625,0.022397
3176,9.996631,9.967773,-19.967346,-19.939453,22.474044,22.439372,0.022089,0.022431
3177,9.976992,9.945312,-19.928041,-19.891602,22.431098,22.385886,0.020561,0.022378
3178,9.917514,9.883789,-19.809160,-19.768555,22.295823,22.247409,0.021730,0.022240
3179,9.819469,9.784180,-19.613247,-19.572266,22.076760,22.026139,0.022289,0.022018
3180,9.682444,9.647461,-19.339475,-19.300781,21.766664,21.720366,0.019924,0.021713
3181,9.507236,9.475586,-18.989438,-18.958008,21.374026,21.334487,0.021346,0.021327
3182,9.294302,9.266602,-18.564047,-18.541992,20.896561,20.866058,0.019212,0.020859
3183,9.044024,9.019531,-18.064068,-18.047852,20.329801,20.309953,0.020267,0.020303
3184,8.759318,8.739258,-17.495325,-17.488281,19.692992,19.680090,0.018112,0.019673
3185,8.440963,8.423828,-16.859376,-16.856445,18.975591,18.969144,0.018531,0.018962
3186,8.089165,8.075195,-16.156626,-16.158203,18.185714,18.183464,0.017119,0.018177
3187,7.703436,7.690430,-15.386102,-15.389648,17.317998,17.318411,0.018637,0.017312
3188,7.289047,7.277344,-14.558342,-14.563477,16.386946,16.388637,0.017744,0.016383
3189,6.845132,6.833984,-13.671607,-13.676758,15.388322,15.390724,0.016179,0.015385
3190,6.373391,6.363281,-12.729294,-12.734375,14.327586,14.330288,0.014563,0.014325
3191,5.876762,5.868164,-11.737276,-11.744141,13.213105,13.215879,0.012644,0.013211
3192,5.356954,5.348633,-10.698964,-10.705078,12.043371,12.046518,0.013027,0.012042
3193,4.816990,4.808594,-9.620396,-9.625000,10.827844,10.830998,0.011523,0.010827
3194,4.257701,4.250977,-8.503232,-8.507812,9.571121,9.573959,0.010750,0.009571
3195,3.681266,3.674805,-7.351824,-7.355469,8.273782,8.277112,0.007431,0.008274
3196,3.089609,3.083984,-6.170017,-6.173828,6.944802,6.947293,0.007257,0.006945
3197,2.486556,2.482422,-4.965452,-4.968750,5.589540,5.591343,0.006910,0.005589
3198,1.873860,1.870117,-3.741633,-3.744141,4.211567,4.213167,0.005049,0.004212
3199,1.253307,1.250000,-2.502121,-2.504883,2.816586,2.818384,0.002441,0.002817
3200,0.628681,0.625977,-1.254485,-1.253906,1.410822,1.410902,0.001731,0.001410
3201,0.001279,0.000000,-0.001303,-0.002930,0.002858,0.002931,0.000623,0.000003
3202,-0.626869,-0.627930,1.253364,1.252930,-1.412030,-1.410414,-0.000209,-0.001410
3203,-1.251853,-1.251953,2.501702,2.500977,-2.816402,-2.814966,-0.004023,-0.002814
3204,-1.872305,-1.871094,3.740986,3.742188,-4.211470,-4.211458,-0.005201,-0.004210
3205,-2.484688,-2.483398,4.964146,4.964844,-5.586592,-5.587679,-0.005999,-0.005586
3206,-3.087406,-3.085938,6.167998,6.171875,-6.943518,-6.945828,-0.007711,-0.006943
3207,-3.678770,-3.675781,7.349169,7.352539,-8.271709,-8.274425,-0.009671,-0.008271
3208,-4.255205,-4.251953,8.500511,8.502930,-9.567518,-9.569319,-0.011198,-0.009566
3209,-4.814619,-4.810547,9.617853,9.622070,-10.825477,-10.828556,-0.009546,-0.010825
3210,-5.355764,-5.350586,10.698703,10.703125,-12.042149,-12.045053,-0.011078,-0.012041
3211,-5.874812,-5.869141,11.735406,11.739258,-13.208219,-13.211239,-0.015077,-0.013207
3212,-6.371225,-6.364258,12.726899,12.730469,-14.323781,-14.326625,-0.015857,-0.014322
3213,-6.842120,-6.834961,13.667416,13.671875,-15.382704,-15.386084,-0.015749,-0.015381
3214,-7.286542,-7.279297,14.555051,14.560547,-16.383114,-16.386195,-0.017002,-0.016380
