k,il,il_hat,vc,vc_hat,vR2,vR2_hat,iR2,iR2_hat
300,0.629302,0.626953,-1.255723,-1.257812,1.415036,1.415054,0.001973,0.001415
301,0.001117,0.000000,-0.000979,-0.002930,0.002334,0.002931,0.000650,0.000003
302,-0.626169,-0.625977,1.251964,1.251953,-1.409346,-1.408948,-0.002169,-0.001408
303,-1.252096,-1.251953,2.502189,2.503906,-2.818324,-2.817896,-0.001747,-0.002817
304,-1.872543,-1.872070,3.741462,3.742188,-4.211631,-4.211702,-0.005364,-0.004210
305,-2.485556,-2.483398,4.965881,4.966797,-5.589164,-5.589633,-0.006413,-0.005588
306,-3.088835,-3.085938,6.170854,6.171875,-6.945055,-6.945828,-0.007111,-0.006943
307,-3.679369,-3.676758,7.350364,7.353516,-8.273897,-8.275646,-0.009816,-0.008273
308,-4.254902,-4.250977,8.499904,8.502930,-9.566903,-9.569075,-0.007802,-0.009566
309,-4.814999,-4.810547,9.618615,9.623047,-10.826386,-10.829533,-0.013401,-0.010826
310,-5.355239,-5.349609,10.697651,10.702148,-12.040728,-12.043831,-0.012902,-0.012040
311,-5.874220,-5.868164,11.734224,11.739258,-13.208131,-13.210994,-0.012653,-0.013206
312,-6.370601,-6.363281,12.725653,12.730469,-14.323890,-14.326381,-0.014926,-0.014321
313,-6.842110,-6.834961,13.667397,13.671875,-15.383146,-15.386084,-0.014027,-0.015381
314,-7.285584,-7.277344,14.553138,14.557617,-16.379158,-16.382776,-0.018291,-0.016377
315,-7.700983,-7.692383,15.382800,15.387695,-17.314108,-17.316946,-0.017989,-0.017311
316,-8.085345,-8.076172,16.150465,16.154297,-18.177676,-18.179801,-0.018443,-0.018173
317,-8.438325,-8.428711,16.855446,16.859375,-18.971447,-18.973296,-0.019010,-0.018967
318,-8.758484,-8.748047,17.494867,17.499023,-19.692382,-19.693034,-0.018940,-0.019686
319,-9.044865,-9.033203,18.066818,18.070312,-20.335751,-20.335841,-0.018560,-0.020329
320,-9.293837,-9.281250,18.564040,18.565430,-20.894616,-20.893168,-0.020193,-0.020886
321,-9.506525,-9.493164,18.988793,18.988281,-21.372896,-21.369167,-0.021117,-0.021362
322,-9.681463,-9.666016,19.338138,19.334961,-21.765559,-21.759199,-0.021674,-0.021751
323,-9.819006,-9.802734,19.612794,19.605469,-22.074755,-22.063995,-0.022149,-0.022056
324,-9.918488,-9.899414,19.811424,19.800781,-22.299231,-22.283555,-0.022873,-0.022276
325,-9.977287,-9.955078,19.928787,19.910156,-22.431467,-22.406890,-0.021175,-0.022399
326,-9.997385,-9.972656,19.968853,19.942383,-22.475234,-22.443524,-0.022341,-0.022436
327,-9.976695,-9.948242,19.927445,19.894531,-22.428133,-22.389550,-0.022666,-0.022382
328,-9.917585,-9.886719,19.809304,19.770508,-22.293783,-22.250096,-0.021501,-0.022242
329,-9.820316,-9.788086,19.614941,19.576172,-22.079101,-22.031024,-0.022152,-0.022023
330,-9.682619,-9.651367,19.339825,19.303711,-21.768300,-21.724274,-0.021898,-0.021717
331,-9.507048,-9.479492,18.989063,18.959961,-21.372457,-21.337418,-0.022118,-0.021330
332,-9.295141,-9.271484,18.565726,18.545898,-20.897309,-20.871188,-0.022052,-0.020864
333,-9.045524,-9.025391,18.067066,18.054688,-20.335088,-20.318257,-0.021042,-0.020311
334,-8.759885,-8.742188,17.496457,17.489258,-19.691873,-19.681800,-0.020430,-0.019675
335,-8.440561,-8.425781,16.858571,16.856445,-18.975301,-18.969633,-0.018511,-0.018963
336,-8.087279,-8.075195,16.152855,16.154297,-18.182005,-18.179557,-0.017585,-0.018173
337,-7.702999,-7.691406,15.385231,15.387695,-17.317026,-17.316701,-0.016989,-0.017311
338,-7.287859,-7.278320,14.555968,14.559570,-16.383878,-16.384974,-0.017014,-0.016379
339,-6.844656,-6.835938,13.670657,13.674805,-15.387261,-15.389259,-0.016015,-0.015384
340,-6.373060,-6.365234,12.728633,12.734375,-14.328684,-14.330777,-0.015276,-0.014326
341,-5.877245,-5.870117,11.738242,11.743164,-13.212903,-13.215390,-0.014146,-0.013211
342,-5.357651,-5.351562,10.700355,10.705078,-12.045167,-12.047251,-0.011909,-0.012043
343,-4.816941,-4.811523,9.620296,9.625000,-10.829789,-10.831731,-0.011875,-0.010828
344,-4.257360,-4.251953,8.502550,8.506836,-9.571117,-9.573227,-0.009397,-0.009570
345,-3.680553,-3.675781,7.350400,7.352539,-8.273218,-8.274425,-0.005782,-0.008271
346,-3.089823,-3.085938,6.170445,6.172852,-6.945780,-6.946805,-0.007323,-0.006944
347,-2.486894,-2.484375,4.966129,4.968750,-5.590958,-5.591831,-0.004387,-0.005590
348,-1.874664,-1.872070,3.743239,3.745117,-4.214701,-4.214633,-0.005226,-0.004213
349,-1.253654,-1.251953,2.502815,2.502930,-2.817370,-2.816919,-0.003221,-0.002816
350,-0.628718,-0.626953,1.254557,1.252930,-1.411259,-1.410169,-0.001629,-0.001410
351,-0.000879,-0.000977,0.000503,0.000000,-0.001928,-0.000244,-0.000844,-0.000000
352,0.626793,0.625977,-1.253210,-1.252930,1.409343,1.409925,0.000890,0.001409
353,1.251666,1.250977,-2.501328,-2.504883,2.816409,2.818629,0.004214,0.002818
354,1.871842,1.869141,-3.740062,-3.741211,4.208593,4.209992,0.003836,0.004208
355,2.485337,2.481445,-4.965445,-4.967773,5.587179,5.590121,0.005402,0.005588
356,3.087598,3.083984,-6.168380,-6.171875,6.942619,6.945339,0.008604,0.006943
357,3.678850,3.674805,-7.349328,-7.353516,8.272091,8.275158,0.009158,0.008272
358,4.255714,4.250000,-8.501530,-8.504883,9.567699,9.570784,0.008732,0.009567
359,4.816029,4.810547,-9.620672,-9.625000,10.828260,10.831486,0.010973,0.010828
360,5.355353,5.348633,-10.697877,-10.702148,12.039473,12.043587,0.010584,0.012039
361,5.875019,5.869141,-11.735821,-11.744141,13.211061,13.216123,0.013285,0.013211
362,6.370927,6.363281,-12.726301,-12.732422,14.324414,14.328335,0.014687,0.014323
363,6.842204,6.833984,-13.667584,-13.674805,15.384314,15.388770,0.015530,0.015383
364,7.286753,7.277344,-14.555473,-14.560547,16.382759,16.385706,0.016495,0.016380
365,7.701789,7.692383,-15.384410,-15.392578,17.318136,17.321830,0.016231,0.017316
366,8.086848,8.076172,-16.153468,-16.160156,18.182076,18.185662,0.019455,0.018179
367,8.440140,8.429688,-16.859071,-16.865234,18.976288,18.979402,0.018853,0.018973
368,8.759313,8.747070,-17.496522,-17.501953,19.694123,19.695721,0.020043,0.019689
369,9.044769,9.032227,-18.066625,-18.070312,20.334218,20.335597,0.019809,0.020328
370,9.292382,9.278320,-18.561131,-18.564453,20.891945,20.891458,0.019763,0.020884
371,9.505796,9.490234,-18.987337,-18.987305,21.371202,21.367458,0.020628,0.021360
372,9.680662,9.664062,-19.336539,-19.333984,21.765894,21.757733,0.020060,0.021750
373,9.818696,9.798828,-19.612174,-19.604492,22.074588,22.062040,0.020801,0.022054
374,9.917205,9.895508,-19.808858,-19.794922,22.295870,22.276716,0.020444,0.022269
375,9.976395,9.951172,-19.927006,-19.906250,22.429941,22.402005,0.025771,0.022394
376,9.996459,9.968750,-19.967003,-19.938477,22.474935,22.438639,0.021396,0.022431
377,9.976706,9.945312,-19.927469,-19.892578,22.427907,22.386863,0.022045,0.022379
378,9.918077,9.883789,-19.810287,-19.769531,22.295720,22.248386,0.024417,0.022240
379,9.819379,9.784180,-19.613067,-19.571289,22.075389,22.025162,0.022181,0.022017
380,9.680929,9.646484,-19.336448,-19.297852,21.763262,21.717191,0.020996,0.021709
381,9.506908,9.475586,-18.988785,-18.958008,21.373509,21.334487,0.021629,0.021327
382,9.294965,9.267578,-18.565375,-18.542969,20.897453,20.867280,0.019676,0.020860
383,9.045111,9.022461,-18.066240,-18.051758,20.333823,20.314593,0.019884,0.020307
384,8.759529,8.739258,-17.495745,-17.487305,19.691225,19.679113,0.019940,0.019672
385,8.439625,8.422852,-16.856700,-16.854492,18.972500,18.966946,0.018530,0.018960
386,8.087453,8.072266,-16.153206,-16.153320,18.180031,18.177847,0.018314,0.018171
387,7.701443,7.688477,-15.382121,-15.385742,17.313843,17.314015,0.019038,0.017308
388,7.286823,7.275391,-14.553899,-14.558594,16.381442,16.383264,0.014314,0.016377
389,6.843208,6.832031,-13.667764,-13.672852,15.384677,15.386328,0.015910,0.015381
390,6.372001,6.361328,-12.726519,-12.732422,14.324357,14.327846,0.013476,0.014323
391,5.876066,5.867188,-11.735887,-11.740234,13.209637,13.211727,0.013728,0.013207
392,5.357503,5.349609,-10.700061,-10.704102,12.042851,12.045785,0.011340,0.012042
393,4.817084,4.809570,-9.620583,-9.625977,10.828525,10.832219,0.010032,0.010828
394,4.256458,4.250000,-8.500746,-8.504883,9.567949,9.570784,0.010464,0.009567
395,3.680765,3.674805,-7.350825,-7.355469,8.273482,8.277112,0.008345,0.008274
396,3.090387,3.084961,-6.171572,-6.173828,6.944591,6.947538,0.006357,0.006945
397,2.487866,2.483398,-4.968071,-4.970703,5.591668,5.593541,0.006167,0.005592
398,1.874850,1.871094,-3.743610,-3.745117,4.213149,4.214388,0.004527,0.004213
399,1.255049,1.251953,-2.505603,-2.505859,2.819071,2.819850,0.003089,0.002819
400,0.629205,0.626953,-1.255528,-1.255859,1.412745,1.413100,0.003558,0.001413
401,0.001589,0.000977,-0.001923,-0.003906,0.004523,0.004152,-0.002352,0.000004
402,-0.626249,-0.626953,1.252125,1.250977,-1.409526,-1.408216,-0.001018,-0.001408
403,-1.251666,-1.251953,2.501329,2.502930,-2.816652,-2.816919,-0.001645,-0.002816
404,-1.871930,-1.870117,3.740238,3.739258,-4.208107,-4.208283,-0.003615,-0.004207
405,-2.484819,-2.483398,4.964408,4.966797,-5.588204,-5.589633,-0.005223,-0.005588
406,-3.087858,-3.084961,6.168902,6.169922,-6.941646,-6.943630,-0.005766,-0.006941
407,-3.678501,-3.675781,7.348630,7.352539,-8.273067,-8.274425,-0.007532,-0.008271
408,-4.255664,-4.251953,8.501430,8.503906,-9.569293,-9.570296,-0.010858,-0.009567
409,-4.814549,-4.810547,9.617714,9.622070,-10.825894,-10.828556,-0.011019,-0.010825
410,-5.355515,-5.350586,10.698205,10.702148,-12.041965,-12.044076,-0.009372,-0.012040
411,-5.874572,-5.868164,11.734928,11.738281,-13.206873,-13.210017,-0.014172,-0.013205
412,-6.370572,-6.364258,12.725594,12.730469,-14.323312,-14.326625,-0.015800,-0.014322
413,-6.841356,-6.833008,13.665888,13.669922,-15.380796,-15.383641,-0.016469,-0.015378
414,-7.285824,-7.277344,14.553618,14.558594,-16.380106,-16.383753,-0.015559,-0.016378
415,-7.701410,-7.692383,15.383655,15.387695,-17.312838,-17.316946,-0.015327,-0.017311
416,-8.086465,-8.076172,16.152702,16.156250,-18.180519,-18.181755,-0.018155,-0.018175
417,-8.439242,-8.429688,16.857277,16.862305,-18.974636,-18.976471,-0.020265,-0.018970
418,-8.759630,-8.749023,17.497157,17.500977,-19.694173,-19.695233,-0.021020,-0.019688
419,-9.044345,-9.033203,18.065776,18.070312,-20.335125,-20.335841,-0.019699,-0.020329
420,-9.293069,-9.281250,18.562506,18.564453,-20.894041,-20.892191,-0.021670,-0.020885
421,-9.506084,-9.493164,18.987913,18.988281,-21.372878,-21.369167,-0.020172,-0.021362
422,-9.681035,-9.666992,19.337285,19.335938,-21.767637,-21.760420,-0.021579,-0.021753
423,-9.818299,-9.801758,19.611380,19.604492,-22.074516,-22.062773,-0.022124,-0.022055
424,-9.917220,-9.899414,19.808889,19.797852,-22.297335,-22.280624,-0.022192,-0.022273
425,-9.976200,-9.954102,19.926616,19.909180,-22.427811,-22.405669,-0.023072,-0.022398
426,-9.996237,-9.970703,19.966561,19.939453,-22.473529,-22.440105,-0.022046,-0.022432
427,-9.976206,-9.947266,19.926470,19.892578,-22.429192,-22.387352,-0.023476,-0.022379
428,-9.918020,-9.886719,19.810172,19.770508,-22.297530,-22.250096,-0.022625,-0.022242
429,-9.820185,-9.788086,19.614678,19.575195,-22.077411,-22.030047,-0.021831,-0.022022
430,-9.683027,-9.651367,19.340640,19.304688,-21.768874,-21.725251,-0.021436,-0.021718
431,-9.507935,-9.479492,18.990836,18.960938,-21.373418,-21.338395,-0.022697,-0.021331
432,-9.294865,-9.270508,18.565172,18.544922,-20.897260,-20.869966,-0.021954,-0.020863
433,-9.045612,-9.024414,18.067242,18.052734,-20.335683,-20.316059,-0.020552,-0.020309
434,-8.760505,-8.743164,17.497695,17.491211,-19.695769,-19.683998,-0.019753,-0.019677
435,-8.441653,-8.427734,16.860753,16.859375,-18.977572,-18.973052,-0.017926,-0.018966
436,-8.088699,-8.076172,16.155693,16.157227,-18.184590,-18.182732,-0.018321,-0.018176
437,-7.703032,-7.692383,15.385295,15.387695,-17.317287,-17.316946,-0.016302,-0.017311
438,-7.287540,-7.277344,14.555331,14.559570,-16.384426,-16.384730,-0.015159,-0.016379
439,-6.842870,-6.833008,13.667087,13.669922,-15.381854,-15.383641,-0.014255,-0.015378
440,-6.372637,-6.364258,12.727790,12.732422,-14.326938,-14.328579,-0.014837,-0.014323
441,-5.876443,-5.869141,11.736639,11.740234,-13.210102,-13.212215,-0.014265,-0.013208
442,-5.358003,-5.351562,10.701060,10.706055,-12.045048,-12.048227,-0.011865,-0.012044
443,-4.817572,-4.810547,9.621557,9.624023,-10.828613,-10.830509,-0.009930,-0.010827
444,-4.257727,-4.251953,8.503282,8.505859,-9.570946,-9.572250,-0.009779,-0.009569
445,-3.681243,-3.676758,7.351777,7.355469,-8.275601,-8.277600,-0.007730,-0.008275
446,-3.090028,-3.085938,6.170854,6.171875,-6.945139,-6.945828,-0.007099,-0.006943
447,-2.488070,-2.484375,4.968478,4.969727,-5.591862,-5.592808,-0.006210,-0.005591
448,-1.874895,-1.873047,3.743700,3.745117,-4.214022,-4.214877,-0.006439,-0.004213
449,-1.253881,-1.251953,2.503267,2.502930,-2.816515,-2.816919,-0.001979,-0.002816
450,-0.628784,-0.627930,1.254688,1.254883,-1.413113,-1.412367,-0.002225,-0.001412
451,-0.001059,-0.000977,0.000863,0.000000,-0.001374,-0.000244,-0.002493,-0.000000
452,0.626966,0.625000,-1.253557,-1.252930,1.409129,1.409681,0.002904,0.001409
453,1.252547,1.250977,-2.503090,-2.505859,2.817933,2.819605,0.001657,0.002819
454,1.871763,1.870117,-3.739902,-3.742188,4.209881,4.211213,0.005422,0.004210
455,2.485049,2.482422,-4.964870,-4.968750,5.588671,5.591343,0.003929,0.005589
456,3.087127,3.083008,-6.167440,-6.170898,6.941121,6.944118,0.006818,0.006942
457,3.679324,3.675781,-7.350276,-7.356445,8.274902,8.278333,0.007789,0.008275
458,4.255321,4.250977,-8.500743,-8.506836,9.569475,9.572982,0.010531,0.009570
459,4.814992,4.809570,-9.618599,-9.624023,10.826246,10.830265,0.010689,0.010826
460,5.354890,5.348633,-10.696954,-10.703125,12.040198,12.044564,0.009978,0.012040
461,5.874401,5.866211,-11.734586,-11.739258,13.206566,13.210506,0.013081,0.013206
462,6.371389,6.363281,-12.727227,-12.734375,14.326321,14.330288,0.014678,0.014325
463,6.842512,6.833984,-13.668198,-13.675781,15.385541,15.389747,0.015451,0.015384
464,7.286387,7.277344,-14.554741,-14.561523,16.381880,16.386683,0.016077,0.016381
465,7.701622,7.692383,-15.384076,-15.390625,17.315866,17.319876,0.016224,0.017314
466,8.086455,8.075195,-16.152682,-16.157227,18.179219,18.182488,0.018636,0.018176
467,8.439911,8.427734,-16.858614,-16.863281,18.974475,18.976959,0.017923,0.018970
468,8.760577,8.748047,-17.499047,-17.503906,19.696083,19.697919,0.019827,0.019691
469,9.045330,9.033203,-18.067743,-18.074219,20.338778,20.339748,0.019981,0.020333
470,9.294742,9.280273,-18.565849,-18.567383,20.896450,20.894877,0.020132,0.020887
471,9.506850,9.492188,-18.989441,-18.991211,21.374435,21.371854,0.021902,0.021364
472,9.682485,9.665039,-19.340181,-19.336914,21.768317,21.760908,0.022025,0.021753
473,9.819436,9.800781,-19.613650,-19.606445,22.076708,22.064483,0.024138,0.022057
474,9.917569,9.896484,-19.809585,-19.797852,22.298088,22.279891,0.024007,0.022272
475,9.976352,9.951172,-19.926919,-19.907227,22.428940,22.402982,0.023244,0.022395
476,9.995636,9.967773,-19.965358,-19.937500,22.471564,22.437418,0.023565,0.022429
477,9.976046,9.944336,-19.926152,-19.890625,22.428081,22.384665,0.021612,0.022377
478,9.916652,9.882812,-19.807438,-19.766602,22.294104,22.245211,0.022163,0.022237
479,9.819359,9.784180,-19.613029,-19.572266,22.074610,22.026139,0.020835,0.022018
480,9.682034,9.647461,-19.338655,-19.299805,21.767427,21.719389,0.020326,0.021712
481,9.506591,9.475586,-18.988150,-18.956055,21.371671,21.332533,0.020377,0.021325
482,9.293611,9.266602,-18.562669,-18.540039,20.894170,20.864105,0.019605,0.020857
483,9.044016,9.021484,-18.064052,-18.049805,20.331786,20.312395,0.021727,0.020305
484,8.759488,8.739258,-17.495666,-17.487305,19.691004,19.679113,0.020454,0.019672
485,8.441146,8.424805,-16.859742,-16.858398,18.976989,18.971342,0.018455,0.018965
486,8.088420,8.074219,-16.155137,-16.157227,18.185162,18.182243,0.017445,0.018176
487,7.702932,7.689453,-15.385095,-15.388672,17.316819,17.317190,0.019045,0.017311
488,7.287986,7.276367,-14.556222,-14.561523,16.384119,16.386439,0.015045,0.016381
489,6.844241,6.833008,-13.669826,-13.673828,15.385235,15.387549,0.016061,0.015382
490,6.373145,6.363281,-12.728804,-12.733398,14.327078,14.329311,0.015780,0.014324
491,5.876548,5.868164,-11.736847,-11.743164,13.211507,13.214902,0.014960,0.013210
492,5.358063,5.350586,-10.701181,-10.708984,12.047355,12.050914,0.011250,0.012047
493,4.817220,4.809570,-9.620854,-9.626953,10.829224,10.833196,0.011342,0.010829
494,4.257555,4.250977,-8.502940,-8.506836,9.569770,9.572982,0.011944,0.009570
495,3.681118,3.673828,-7.351529,-7.353516,8.272268,8.274913,0.007747,0.008272
496,3.090279,3.084961,-6.171356,-6.175781,6.946765,6.949491,0.007398,0.006947
497,2.487073,2.482422,-4.966486,-4.969727,5.590499,5.592319,0.004663,0.005590
498,1.874391,1.870117,-3.742694,-3.744141,4.211670,4.213167,0.002170,0.004212
499,1.254541,1.250977,-2.504588,-2.505859,2.818141,2.819605,0.001669,0.002819
500,0.629084,0.626953,-1.255288,-1.257812,1.414120,1.415054,0.001808,0.001415
501,0.000698,0.000000,-0.000140,-0.001953,0.001310,0.001954,0.000330,0.000002
502,-0.627356,-0.627930,1.254335,1.253906,-1.412295,-1.411390,-0.000144,-0.001411
503,-1.252600,-1.251953,2.503195,2.500977,-2.816373,-2.814966,-0.002864,-0.002814
504,-1.872861,-1.873047,3.742097,3.744141,-4.213391,-4.213900,-0.004180,-0.004212
505,-2.485213,-2.483398,4.965195,4.964844,-5.587104,-5.587679,-0.005358,-0.005586
506,-3.088320,-3.085938,6.169825,6.171875,-6.943777,-6.945828,-0.006722,-0.006943
507,-3.679207,-3.676758,7.350040,7.353516,-8.274058,-8.275646,-0.007558,-0.008273
508,-4.255570,-4.251953,8.501241,8.505859,-9.571091,-9.572250,-0.009230,-0.009569
509,-4.815512,-4.811523,9.619639,9.623047,-10.827885,-10.829777,-0.010965,-0.010826
510,-5.354845,-5.349609,10.696863,10.700195,-12.038363,-12.041878,-0.012151,-0.012038
511,-5.874289,-5.868164,11.734362,11.737305,-13.206460,-13.209041,-0.013043,-0.013204
512,-6.370077,-6.363281,12.724604,12.728516,-14.322028,-14.324427,-0.014958,-0.014319
513,-6.841717,-6.833984,13.666611,13.670898,-15.382247,-15.384863,-0.016231,-0.015379
514,-7.285940,-7.278320,14.553849,14.559570,-16.381077,-16.384974,-0.017147,-0.016379
515,-7.701128,-7.692383,15.383090,15.387695,-17.314226,-17.316946,-0.017997,-0.017311
516,-8.086059,-8.076172,16.151892,16.156250,-18.179252,-18.181755,-0.017121,-0.018175
517,-8.439744,-8.428711,16.858280,16.861328,-18.973228,-18.975250,-0.018834,-0.018969
518,-8.759931,-8.750000,17.497757,17.501953,-19.695401,-19.696454,-0.018421,-0.019689
519,-9.045240,-9.034180,18.067564,18.071289,-20.336974,-20.337062,-0.019203,-0.020330
520,-9.294847,-9.282227,18.566060,18.568359,-20.897479,-20.896343,-0.021479,-0.020889
521,-9.506765,-9.492188,18.989270,18.988281,-21.372644,-21.368923,-0.023571,-0.021361
522,-9.682001,-9.666016,19.339214,19.334961,-21.766158,-21.759199,-0.020767,-0.021751
523,-9.820117,-9.802734,19.615014,19.607422,-22.078287,-22.065948,-0.021408,-0.022058
524,-9.918066,-9.898438,19.810576,19.797852,-22.299486,-22.280380,-0.021804,-0.022272
525,-9.977502,-9.956055,19.929218,19.910156,-22.431817,-22.407134,-0.024252,-0.022399
526,-9.997105,-9.972656,19.968293,19.942383,-22.475638,-22.443524,-0.021066,-0.022436
527,-9.977582,-9.948242,19.929221,19.896484,-22.431796,-22.391504,-0.022568,-0.022384
528,-9.919234,-9.887695,19.812598,19.772461,-22.299308,-22.252294,-0.023046,-0.022244
529,-9.820767,-9.788086,19.615839,19.576172,-22.079605,-22.031024,-0.021844,-0.022023
530,-9.683143,-9.651367,19.340870,19.303711,-21.767118,-21.724274,-0.022275,-0.021717
531,-9.507518,-9.479492,18.990002,18.960938,-21.374811,-21.338395,-0.020615,-0.021331
532,-9.295762,-9.271484,18.566966,18.546875,-20.899139,-20.872164,-0.022220,-0.020865
533,-9.046134,-9.025391,18.068283,18.053711,-20.336551,-20.317280,-0.020356,-0.020310
534,-8.760667,-8.744141,17.498019,17.492188,-19.695913,-19.685219,-0.019399,-0.019678
535,-8.440860,-8.425781,16.859167,16.857422,-18.975881,-18.970610,-0.019628,-0.018964
536,-8.088009,-8.075195,16.154315,16.155273,-18.181744,-18.180534,-0.018368,-0.018174
537,-7.703852,-7.693359,15.386935,15.390625,-17.319665,-17.320121,-0.015932,-0.017314
538,-7.288458,-7.278320,14.557165,14.559570,-16.384116,-16.384974,-0.016617,-0.016379
539,-6.843548,-6.833984,13.668440,13.670898,-15.383311,-15.384863,-0.013769,-0.015379
540,-6.372768,-6.364258,12.728052,12.731445,-14.325733,-14.327602,-0.014700,-0.014323
541,-5.876778,-5.869141,11.737308,11.741211,-13.211208,-13.213192,-0.014720,-0.013208
542,-5.356779,-5.349609,10.698613,10.702148,-12.041696,-12.043831,-0.013124,-0.012040
543,-4.817274,-4.811523,9.620965,9.625977,-10.830697,-10.832708,-0.012252,-0.010829
